galaxy,r_kpc,v_obs_kms,mass_msun,rd_kpc
UGC05750,4.09,43.60,4291009.504215039,3.0
UGC05750,4.82,49.80,4291009.504215039,3.0
UGC05750,6.60,61.50,4291009.504215039,3.0
UGC05750,7.86,68.10,4291009.504215039,3.0
UGC05750,9.43,73.40,4291009.504215039,3.0
UGC05750,11.43,77.60,4291009.504215039,3.0
UGC05750,22.85,78.90,4291009.504215039,3.0
UGC05764,0.36,21.45,260207.92719363995,3.0
UGC05764,0.73,31.30,260207.92719363995,3.0
UGC05764,1.09,41.70,260207.92719363995,3.0
UGC05764,1.45,48.35,260207.92719363995,3.0
UGC05764,1.81,50.60,260207.92719363995,3.0
UGC05764,2.17,54.05,260207.92719363995,3.0
UGC05764,2.54,55.80,260207.92719363995,3.0
UGC05764,2.90,54.55,260207.92719363995,3.0
UGC05764,3.26,50.00,260207.92719363995,3.0
UGC05764,3.62,49.90,260207.92719363995,3.0
UGC05829,0.63,14.80,2579639.76420049,3.0
UGC05829,1.26,27.20,2579639.76420049,3.0
UGC05829,1.88,34.10,2579639.76420049,3.0
UGC05829,2.52,38.80,2579639.76420049,3.0
UGC05829,3.14,42.80,2579639.76420049,3.0
UGC05829,3.77,47.90,2579639.76420049,3.0
UGC05829,4.40,51.90,2579639.76420049,3.0
UGC05829,5.03,57.60,2579639.76420049,3.0
UGC05829,5.65,60.70,2579639.76420049,3.0
UGC05829,6.29,65.60,2579639.76420049,3.0
UGC05829,6.91,68.60,2579639.76420049,3.0
UGC05918,0.56,16.90,283235.9884806401,3.0
UGC05918,1.11,27.40,283235.9884806401,3.0
UGC05918,1.67,33.50,283235.9884806401,3.0
UGC05918,2.23,36.40,283235.9884806401,3.0
UGC05918,2.79,39.80,283235.9884806401,3.0
UGC05918,3.34,41.20,283235.9884806401,3.0
UGC05918,3.90,42.60,283235.9884806401,3.0
UGC05918,4.46,44.50,283235.9884806401,3.0
UGC05986,0.63,29.50,9793060.492259556,3.0
UGC05986,1.26,50.80,9793060.492259556,3.0
UGC05986,1.88,68.20,9793060.492259556,3.0
UGC05986,2.51,84.30,9793060.492259556,3.0
UGC05986,3.13,95.30,9793060.492259556,3.0
UGC05986,3.77,106.00,9793060.492259556,3.0
UGC05986,4.39,112.00,9793060.492259556,3.0
UGC05986,5.02,115.00,9793060.492259556,3.0
UGC05986,5.65,116.00,9793060.492259556,3.0
UGC05986,6.28,116.00,9793060.492259556,3.0
UGC05986,6.90,116.00,9793060.492259556,3.0
UGC05986,7.54,114.00,9793060.492259556,3.0
UGC05986,8.16,112.00,9793060.492259556,3.0
UGC05986,8.79,109.00,9793060.492259556,3.0
UGC05986,9.41,107.00,9793060.492259556,3.0
UGC05999,3.48,46.20,11065951.535256254,3.0
UGC05999,6.94,81.10,11065951.535256254,3.0
UGC05999,10.42,91.20,11065951.535256254,3.0
UGC05999,13.89,97.70,11065951.535256254,3.0
UGC05999,16.22,100.00,11065951.535256254,3.0
UGC06399,0.87,24.80,5376480.9881759975,3.0
UGC06399,1.74,46.20,5376480.9881759975,3.0
UGC06399,2.61,60.50,5376480.9881759975,3.0
UGC06399,3.50,69.60,5376480.9881759975,3.0
UGC06399,4.37,77.50,5376480.9881759975,3.0
UGC06399,5.24,82.90,5376480.9881759975,3.0
UGC06399,6.11,84.10,5376480.9881759975,3.0
UGC06399,6.98,85.60,5376480.9881759975,3.0
UGC06399,7.85,87.60,5376480.9881759975,3.0
UGC06446,0.58,31.30,2438940.62283664,3.0
UGC06446,1.16,54.80,2438940.62283664,3.0
UGC06446,1.74,61.10,2438940.62283664,3.0
UGC06446,2.33,63.90,2438940.62283664,3.0
UGC06446,2.91,67.20,2438940.62283664,3.0
UGC06446,3.49,70.40,2438940.62283664,3.0
UGC06446,4.07,73.70,2438940.62283664,3.0
UGC06446,4.65,78.00,2438940.62283664,3.0
UGC06446,5.23,80.80,2438940.62283664,3.0
UGC06446,5.81,80.50,2438940.62283664,3.0
UGC06446,6.40,81.30,2438940.62283664,3.0
UGC06446,6.98,82.10,2438940.62283664,3.0
UGC06446,7.62,82.80,2438940.62283664,3.0
UGC06446,8.28,84.90,2438940.62283664,3.0
UGC06446,8.90,84.30,2438940.62283664,3.0
UGC06446,9.52,83.20,2438940.62283664,3.0
UGC06446,10.22,80.10,2438940.62283664,3.0
UGC06614,3.23,194.00,148737610.814809,3.0
UGC06614,9.18,172.00,148737610.814809,3.0
UGC06614,10.64,170.00,148737610.814809,3.0
UGC06614,11.58,170.00,148737610.814809,3.0
UGC06614,12.52,171.00,148737610.814809,3.0
UGC06614,13.57,172.00,148737610.814809,3.0
UGC06614,15.76,174.00,148737610.814809,3.0
UGC06614,24.94,193.00,148737610.814809,3.0
UGC06614,26.30,194.00,148737610.814809,3.0
UGC06614,34.96,201.00,148737610.814809,3.0
UGC06614,36.84,202.00,148737610.814809,3.0
UGC06614,47.38,205.00,148737610.814809,3.0
UGC06614,64.59,204.00,148737610.814809,3.0
UGC06628,1.10,26.90,10048644.49962409,3.0
UGC06628,2.20,38.00,10048644.49962409,3.0
UGC06628,3.30,40.50,10048644.49962409,3.0
UGC06628,4.39,41.40,10048644.49962409,3.0
UGC06628,5.50,42.30,10048644.49962409,3.0
UGC06628,6.59,42.30,10048644.49962409,3.0
UGC06628,7.69,42.30,10048644.49962409,3.0
UGC06667,0.87,26.60,1378960.7618305606,3.0
UGC06667,1.74,45.20,1378960.7618305606,3.0
UGC06667,2.61,57.00,1378960.7618305606,3.0
UGC06667,3.50,69.30,1378960.7618305606,3.0
UGC06667,4.37,77.30,1378960.7618305606,3.0
UGC06667,5.24,80.70,1378960.7618305606,3.0
UGC06667,6.11,84.00,1378960.7618305606,3.0
UGC06667,6.98,85.00,1378960.7618305606,3.0
UGC06667,7.85,85.70,1378960.7618305606,3.0
UGC06786,0.16,160.00,110821889.30944574,3.0
UGC06786,0.32,177.00,110821889.30944574,3.0
UGC06786,0.49,180.00,110821889.30944574,3.0
UGC06786,0.65,180.00,110821889.30944574,3.0
UGC06786,1.30,182.00,110821889.30944574,3.0
UGC06786,1.46,183.00,110821889.30944574,3.0
UGC06786,1.62,184.00,110821889.30944574,3.0
UGC06786,3.72,206.00,110821889.30944574,3.0
UGC06786,3.89,207.00,110821889.30944574,3.0
UGC06786,4.05,209.00,110821889.30944574,3.0
UGC06786,4.22,210.00,110821889.30944574,3.0
UGC06786,4.26,210.00,110821889.30944574,3.0
UGC06786,4.38,211.00,110821889.30944574,3.0
UGC06786,4.54,213.00,110821889.30944574,3.0
UGC06786,4.71,214.00,110821889.30944574,3.0
UGC06786,4.86,215.00,110821889.30944574,3.0
UGC06786,5.02,215.00,110821889.30944574,3.0
UGC06786,5.18,216.00,110821889.30944574,3.0
UGC06786,5.35,217.00,110821889.30944574,3.0
UGC06786,5.51,217.00,110821889.30944574,3.0
UGC06786,5.68,218.00,110821889.30944574,3.0
UGC06786,5.84,218.00,110821889.30944574,3.0
UGC06786,6.00,219.00,110821889.30944574,3.0
UGC06786,6.15,219.00,110821889.30944574,3.0
UGC06786,6.48,219.00,110821889.30944574,3.0
UGC06786,6.64,219.00,110821889.30944574,3.0
UGC06786,6.81,220.00,110821889.30944574,3.0
UGC06786,7.10,220.00,110821889.30944574,3.0
UGC06786,7.13,220.00,110821889.30944574,3.0
UGC06786,8.52,220.00,110821889.30944574,3.0
UGC06786,10.66,225.00,110821889.30944574,3.0
UGC06786,11.99,228.00,110821889.30944574,3.0
UGC06786,12.10,228.00,110821889.30944574,3.0
UGC06786,12.33,228.00,110821889.30944574,3.0
UGC06786,12.78,229.00,110821889.30944574,3.0
UGC06786,14.93,228.00,110821889.30944574,3.0
UGC06786,17.08,226.00,110821889.30944574,3.0
UGC06786,19.23,226.00,110821889.30944574,3.0
UGC06786,21.27,227.00,110821889.30944574,3.0
UGC06786,23.42,227.00,110821889.30944574,3.0
UGC06786,25.57,224.00,110821889.30944574,3.0
UGC06786,27.72,218.00,110821889.30944574,3.0
UGC06786,29.87,215.00,110821889.30944574,3.0
UGC06786,32.02,219.00,110821889.30944574,3.0
UGC06786,34.05,211.00,110821889.30944574,3.0
UGC06787,0.12,134.00,169409992.7586883,3.0
UGC06787,0.24,208.00,169409992.7586883,3.0
UGC06787,0.35,252.00,169409992.7586883,3.0
UGC06787,0.47,272.00,169409992.7586883,3.0
UGC06787,0.59,276.00,169409992.7586883,3.0
UGC06787,0.71,271.00,169409992.7586883,3.0
UGC06787,0.83,266.00,169409992.7586883,3.0
UGC06787,0.94,262.00,169409992.7586883,3.0
UGC06787,1.06,260.00,169409992.7586883,3.0
UGC06787,1.18,260.00,169409992.7586883,3.0
UGC06787,1.30,259.00,169409992.7586883,3.0
UGC06787,1.42,257.00,169409992.7586883,3.0
UGC06787,1.53,254.00,169409992.7586883,3.0
UGC06787,1.66,244.00,169409992.7586883,3.0
UGC06787,1.89,228.00,169409992.7586883,3.0
UGC06787,2.01,220.00,169409992.7586883,3.0
UGC06787,2.13,215.00,169409992.7586883,3.0
UGC06787,2.24,213.00,169409992.7586883,3.0
UGC06787,3.10,228.00,169409992.7586883,3.0
UGC06787,3.79,236.00,169409992.7586883,3.0
UGC06787,3.90,236.00,169409992.7586883,3.0
UGC06787,4.14,237.00,169409992.7586883,3.0
UGC06787,4.25,237.00,169409992.7586883,3.0
UGC06787,4.37,237.00,169409992.7586883,3.0
UGC06787,4.49,237.00,169409992.7586883,3.0
UGC06787,4.61,237.00,169409992.7586883,3.0
UGC06787,4.72,236.00,169409992.7586883,3.0
UGC06787,5.16,235.00,169409992.7586883,3.0
UGC06787,5.43,234.00,169409992.7586883,3.0
UGC06787,5.56,233.00,169409992.7586883,3.0
UGC06787,5.67,233.00,169409992.7586883,3.0
UGC06787,5.79,233.00,169409992.7586883,3.0
UGC06787,5.91,232.00,169409992.7586883,3.0
UGC06787,6.03,232.00,169409992.7586883,3.0
UGC06787,6.20,232.00,169409992.7586883,3.0
UGC06787,6.50,233.00,169409992.7586883,3.0
UGC06787,6.85,235.00,169409992.7586883,3.0
UGC06787,6.98,236.00,169409992.7586883,3.0
UGC06787,7.09,236.00,169409992.7586883,3.0
UGC06787,7.21,237.00,169409992.7586883,3.0
UGC06787,7.22,238.00,169409992.7586883,3.0
UGC06787,7.33,238.00,169409992.7586883,3.0
UGC06787,7.45,239.00,169409992.7586883,3.0
UGC06787,7.56,240.00,169409992.7586883,3.0
UGC06787,8.26,247.00,169409992.7586883,3.0
UGC06787,8.98,252.00,169409992.7586883,3.0
UGC06787,9.09,253.00,169409992.7586883,3.0
UGC06787,9.30,254.00,169409992.7586883,3.0
UGC06787,10.32,253.00,169409992.7586883,3.0
UGC06787,11.38,247.00,169409992.7586883,3.0
UGC06787,12.40,238.00,169409992.7586883,3.0
UGC06787,13.41,229.00,169409992.7586883,3.0
UGC06787,14.43,223.00,169409992.7586883,3.0
UGC06787,15.44,220.00,169409992.7586883,3.0
UGC06787,16.57,220.00,169409992.7586883,3.0
UGC06787,17.58,224.00,169409992.7586883,3.0
UGC06787,18.60,228.00,169409992.7586883,3.0
UGC06787,19.61,234.00,169409992.7586883,3.0
UGC06787,20.62,239.00,169409992.7586883,3.0
UGC06787,21.64,243.00,169409992.7586883,3.0
UGC06787,22.77,245.00,169409992.7586883,3.0
UGC06787,23.78,247.00,169409992.7586883,3.0
UGC06787,24.79,249.00,169409992.7586883,3.0
UGC06787,25.81,250.00,169409992.7586883,3.0
UGC06787,26.82,251.00,169409992.7586883,3.0
UGC06787,27.84,251.00,169409992.7586883,3.0
UGC06787,29.41,248.00,169409992.7586883,3.0
UGC06787,30.99,246.00,169409992.7586883,3.0
UGC06787,32.57,249.00,169409992.7586883,3.0
UGC06787,34.03,252.00,169409992.7586883,3.0
UGC06787,37.19,255.00,169409992.7586883,3.0
UGC06818,0.87,23.40,2705336.1178483604,3.0
UGC06818,1.74,28.00,2705336.1178483604,3.0
UGC06818,2.61,36.70,2705336.1178483604,3.0
UGC06818,3.50,47.60,2705336.1178483604,3.0
UGC06818,4.37,63.30,2705336.1178483604,3.0
UGC06818,5.24,71.20,2705336.1178483604,3.0
UGC06818,6.11,68.10,2705336.1178483604,3.0
UGC06818,6.98,74.40,2705336.1178483604,3.0
UGC06917,1.74,59.20,24815299.40911849,3.0
UGC06917,2.61,71.20,24815299.40911849,3.0
UGC06917,3.50,84.50,24815299.40911849,3.0
UGC06917,4.37,93.50,24815299.40911849,3.0
UGC06917,5.24,97.50,24815299.40911849,3.0
UGC06917,6.11,100.00,24815299.40911849,3.0
UGC06917,6.98,101.00,24815299.40911849,3.0
UGC06917,7.85,103.00,24815299.40911849,3.0
UGC06917,8.72,105.00,24815299.40911849,3.0
UGC06917,9.60,110.00,24815299.40911849,3.0
UGC06917,10.47,111.00,24815299.40911849,3.0
UGC06923,0.93,40.50,13259843.483086249,3.0
UGC06923,1.94,53.90,13259843.483086249,3.0
UGC06923,2.87,73.00,13259843.483086249,3.0
UGC06923,3.72,78.40,13259843.483086249,3.0
UGC06923,4.47,79.30,13259843.483086249,3.0
UGC06923,5.16,81.10,13259843.483086249,3.0
UGC06930,1.74,54.70,18243921.681132164,3.0
UGC06930,3.50,85.40,18243921.681132164,3.0
UGC06930,5.24,93.80,18243921.681132164,3.0
UGC06930,6.98,98.70,18243921.681132164,3.0
UGC06930,8.72,103.00,18243921.681132164,3.0
UGC06930,10.47,107.00,18243921.681132164,3.0
UGC06930,12.19,109.00,18243921.681132164,3.0
UGC06930,13.94,108.00,18243921.681132164,3.0
UGC06930,15.68,108.00,18243921.681132164,3.0
UGC06930,16.61,108.00,18243921.681132164,3.0
UGC06973,1.74,170.00,1022875169.866948,3.0
UGC06973,2.61,174.00,1022875169.866948,3.0
UGC06973,3.50,170.00,1022875169.866948,3.0
UGC06973,4.37,170.00,1022875169.866948,3.0
UGC06973,5.32,171.00,1022875169.866948,3.0
UGC06973,6.28,174.00,1022875169.866948,3.0
UGC06973,6.81,177.00,1022875169.866948,3.0
UGC06973,7.33,178.00,1022875169.866948,3.0
UGC06973,7.85,180.00,1022875169.866948,3.0
UGC06983,1.74,56.90,10281053.545027245,3.0
UGC06983,2.61,87.40,10281053.545027245,3.0
UGC06983,3.50,92.10,10281053.545027245,3.0
UGC06983,4.37,93.50,10281053.545027245,3.0
UGC06983,5.24,98.20,10281053.545027245,3.0
UGC06983,6.11,99.70,10281053.545027245,3.0
UGC06983,6.98,102.00,10281053.545027245,3.0
UGC06983,7.85,107.00,10281053.545027245,3.0
UGC06983,8.72,108.00,10281053.545027245,3.0
UGC06983,9.60,110.00,10281053.545027245,3.0
UGC06983,10.47,113.00,10281053.545027245,3.0
UGC06983,11.35,110.00,10281053.545027245,3.0
UGC06983,12.19,108.00,10281053.545027245,3.0
UGC06983,13.12,109.00,10281053.545027245,3.0
UGC06983,13.94,108.00,10281053.545027245,3.0
UGC06983,14.86,108.00,10281053.545027245,3.0
UGC06983,15.68,109.00,10281053.545027245,3.0
UGC07089,0.87,20.90,7657451.1841,3.0
UGC07089,1.74,36.40,7657451.1841,3.0
UGC07089,2.61,43.40,7657451.1841,3.0
UGC07089,3.50,51.20,7657451.1841,3.0
UGC07089,4.37,59.70,7657451.1841,3.0
UGC07089,5.24,64.50,7657451.1841,3.0
UGC07089,6.11,67.90,7657451.1841,3.0
UGC07089,6.55,72.80,7657451.1841,3.0
UGC07089,6.98,70.30,7657451.1841,3.0
UGC07089,7.85,73.70,7657451.1841,3.0
UGC07089,8.72,77.60,7657451.1841,3.0
UGC07089,9.16,79.10,7657451.1841,3.0
UGC07125,1.44,26.10,3501816.460858811,3.0
UGC07125,2.88,43.00,3501816.460858811,3.0
UGC07125,4.33,48.50,3501816.460858811,3.0
UGC07125,5.76,52.50,3501816.460858811,3.0
UGC07125,7.20,56.40,3501816.460858811,3.0
UGC07125,8.64,58.50,3501816.460858811,3.0
UGC07125,10.08,61.50,3501816.460858811,3.0
UGC07125,11.47,64.60,3501816.460858811,3.0
UGC07125,13.00,65.60,3501816.460858811,3.0
UGC07125,14.42,65.40,3501816.460858811,3.0
UGC07125,15.84,65.50,3501816.460858811,3.0
UGC07125,17.26,65.10,3501816.460858811,3.0
UGC07125,18.68,64.90,3501816.460858811,3.0
UGC07151,0.50,24.20,9545353.80549136,3.0
UGC07151,1.00,42.00,9545353.80549136,3.0
UGC07151,1.50,59.40,9545353.80549136,3.0
UGC07151,2.00,63.90,9545353.80549136,3.0
UGC07151,2.49,66.00,9545353.80549136,3.0
UGC07151,3.00,67.20,9545353.80549136,3.0
UGC07151,3.49,68.70,9545353.80549136,3.0
UGC07151,4.00,71.30,9545353.80549136,3.0
UGC07151,4.49,72.50,9545353.80549136,3.0
UGC07151,5.01,74.00,9545353.80549136,3.0
UGC07151,5.50,76.20,9545353.80549136,3.0
UGC07261,0.95,46.80,4489876.210915839,3.0
UGC07261,1.90,63.00,4489876.210915839,3.0
UGC07261,2.86,66.80,4489876.210915839,3.0
UGC07261,3.81,69.60,4489876.210915839,3.0
UGC07261,4.76,73.40,4489876.210915839,3.0
UGC07261,5.72,74.70,4489876.210915839,3.0
UGC07261,6.67,76.10,4489876.210915839,3.0
UGC07323,0.58,23.90,20520857.41802209,3.0
UGC07323,1.17,34.70,20520857.41802209,3.0
UGC07323,1.75,42.80,20520857.41802209,3.0
UGC07323,2.33,51.30,20520857.41802209,3.0
UGC07323,2.91,57.70,20520857.41802209,3.0
UGC07323,3.50,67.30,20520857.41802209,3.0
UGC07323,4.07,75.40,20520857.41802209,3.0
UGC07323,4.65,79.50,20520857.41802209,3.0
UGC07323,5.23,82.80,20520857.41802209,3.0
UGC07323,5.82,85.60,20520857.41802209,3.0
UGC07399,0.61,47.30,2614381.779025,3.0
UGC07399,1.22,70.40,2614381.779025,3.0
UGC07399,1.84,83.70,2614381.779025,3.0
UGC07399,2.45,89.10,2614381.779025,3.0
UGC07399,3.07,91.70,2614381.779025,3.0
UGC07399,3.68,95.10,2614381.779025,3.0
UGC07399,4.30,96.90,2614381.779025,3.0
UGC07399,4.91,100.00,2614381.779025,3.0
UGC07399,5.52,103.00,2614381.779025,3.0
UGC07399,6.13,106.00,2614381.779025,3.0
UGC07524,0.35,14.40,7090589.049855997,3.0
UGC07524,0.69,24.40,7090589.049855997,3.0
UGC07524,1.03,29.20,7090589.049855997,3.0
UGC07524,1.38,32.90,7090589.049855997,3.0
UGC07524,1.72,37.80,7090589.049855997,3.0
UGC07524,2.07,42.00,7090589.049855997,3.0
UGC07524,2.41,45.10,7090589.049855997,3.0
UGC07524,2.76,47.60,7090589.049855997,3.0
UGC07524,3.10,52.30,7090589.049855997,3.0
UGC07524,3.45,57.30,7090589.049855997,3.0
UGC07524,3.79,61.40,7090589.049855997,3.0
UGC07524,4.14,64.50,7090589.049855997,3.0
UGC07524,4.48,66.40,7090589.049855997,3.0
UGC07524,4.82,66.90,7090589.049855997,3.0
UGC07524,5.17,69.40,7090589.049855997,3.0
UGC07524,5.51,70.20,7090589.049855997,3.0
UGC07524,5.86,70.90,7090589.049855997,3.0
UGC07524,6.20,72.30,7090589.049855997,3.0
UGC07524,6.55,73.90,7090589.049855997,3.0
UGC07524,6.89,75.00,7090589.049855997,3.0
UGC07524,7.25,75.50,7090589.049855997,3.0
UGC07524,7.58,77.10,7090589.049855997,3.0
UGC07524,7.94,77.00,7090589.049855997,3.0
UGC07524,8.27,77.00,7090589.049855997,3.0
UGC07524,8.63,78.20,7090589.049855997,3.0
UGC07524,8.97,79.60,7090589.049855997,3.0
UGC07524,9.30,80.30,7090589.049855997,3.0
UGC07524,9.66,81.20,7090589.049855997,3.0
UGC07524,9.99,82.30,7090589.049855997,3.0
UGC07524,10.35,83.80,7090589.049855997,3.0
UGC07524,10.69,79.00,7090589.049855997,3.0
UGC07559,0.36,9.31,260021.8738675601,3.0
UGC07559,0.72,15.90,260021.8738675601,3.0
UGC07559,1.08,21.40,260021.8738675601,3.0
UGC07559,1.45,26.10,260021.8738675601,3.0
UGC07559,1.80,29.70,260021.8738675601,3.0
UGC07559,2.17,31.10,260021.8738675601,3.0
UGC07559,2.53,32.10,260021.8738675601,3.0
UGC07577,0.19,3.74,50207.94748369,3.0
UGC07577,0.38,5.40,50207.94748369,3.0
UGC07577,0.57,7.31,50207.94748369,3.0
UGC07577,0.75,8.85,50207.94748369,3.0
UGC07577,0.94,10.70,50207.94748369,3.0
UGC07577,1.13,12.40,50207.94748369,3.0
UGC07577,1.32,14.10,50207.94748369,3.0
UGC07577,1.51,15.90,50207.94748369,3.0
UGC07577,1.69,17.80,50207.94748369,3.0
UGC07603,0.34,19.60,533615.2018060901,3.0
UGC07603,0.68,32.50,533615.2018060901,3.0
UGC07603,1.02,41.90,533615.2018060901,3.0
UGC07603,1.37,50.60,533615.2018060901,3.0
UGC07603,1.71,57.00,533615.2018060901,3.0
UGC07603,2.05,60.50,533615.2018060901,3.0
UGC07603,2.39,60.50,533615.2018060901,3.0
UGC07603,2.74,60.00,533615.2018060901,3.0
UGC07603,3.08,61.50,533615.2018060901,3.0
UGC07603,3.42,61.50,533615.2018060901,3.0
UGC07603,3.76,63.00,533615.2018060901,3.0
UGC07603,4.11,64.00,533615.2018060901,3.0
UGC07608,0.60,14.60,715990.1302440001,3.0
UGC07608,1.19,31.50,715990.1302440001,3.0
UGC07608,1.79,44.80,715990.1302440001,3.0
UGC07608,2.38,50.60,715990.1302440001,3.0
UGC07608,2.99,55.60,715990.1302440001,3.0
UGC07608,3.59,61.40,715990.1302440001,3.0
UGC07608,4.18,66.00,715990.1302440001,3.0
UGC07608,4.78,69.30,715990.1302440001,3.0
UGC07690,0.59,45.30,2167542.7352092904,3.0
UGC07690,1.18,59.80,2167542.7352092904,3.0
UGC07690,1.77,60.70,2167542.7352092904,3.0
UGC07690,2.36,58.80,2167542.7352092904,3.0
UGC07690,2.95,57.90,2167542.7352092904,3.0
UGC07690,3.54,56.90,2167542.7352092904,3.0
UGC07690,4.13,55.90,2167542.7352092904,3.0
UGC07866,0.33,12.20,223689.36435561,3.0
UGC07866,0.66,19.40,223689.36435561,3.0
UGC07866,1.00,23.90,223689.36435561,3.0
UGC07866,1.33,26.00,223689.36435561,3.0
UGC07866,1.67,28.20,223689.36435561,3.0
UGC07866,2.00,30.60,223689.36435561,3.0
UGC07866,2.32,33.10,223689.36435561,3.0
UGC08286,0.47,22.20,2086995.1310209609,3.0
UGC08286,0.95,43.40,2086995.1310209609,3.0
UGC08286,1.42,60.20,2086995.1310209609,3.0
UGC08286,1.90,69.60,2086995.1310209609,3.0
UGC08286,2.37,72.50,2086995.1310209609,3.0
UGC08286,2.84,74.30,2086995.1310209609,3.0
UGC08286,3.30,75.80,2086995.1310209609,3.0
UGC08286,3.78,77.20,2086995.1310209609,3.0
UGC08286,4.25,79.30,2086995.1310209609,3.0
UGC08286,4.73,81.30,2086995.1310209609,3.0
UGC08286,5.20,81.60,2086995.1310209609,3.0
UGC08286,5.67,82.10,2086995.1310209609,3.0
UGC08286,6.15,82.90,2086995.1310209609,3.0
UGC08286,6.62,83.20,2086995.1310209609,3.0
UGC08286,7.10,83.50,2086995.1310209609,3.0
UGC08286,7.57,83.80,2086995.1310209609,3.0
UGC08286,8.04,84.30,2086995.1310209609,3.0
UGC08490,0.34,38.80,897282.5625000001,3.0
UGC08490,0.68,50.10,897282.5625000001,3.0
UGC08490,1.02,60.20,897282.5625000001,3.0
UGC08490,1.36,68.20,897282.5625000001,3.0
UGC08490,1.69,72.80,897282.5625000001,3.0
UGC08490,2.03,75.30,897282.5625000001,3.0
UGC08490,2.37,76.60,897282.5625000001,3.0
UGC08490,2.70,77.60,897282.5625000001,3.0
UGC08490,3.05,78.50,897282.5625000001,3.0
UGC08490,3.38,78.20,897282.5625000001,3.0
UGC08490,3.72,78.80,897282.5625000001,3.0
UGC08490,4.06,79.20,897282.5625000001,3.0
UGC08490,4.39,79.20,897282.5625000001,3.0
UGC08490,4.74,79.20,897282.5625000001,3.0
UGC08490,5.08,78.80,897282.5625000001,3.0
UGC08490,5.41,78.50,897282.5625000001,3.0
UGC08490,5.75,80.10,897282.5625000001,3.0
UGC08490,6.09,80.10,897282.5625000001,3.0
UGC08490,6.42,80.10,897282.5625000001,3.0
UGC08490,6.77,80.10,897282.5625000001,3.0
UGC08490,7.11,79.80,897282.5625000001,3.0
UGC08490,7.44,79.80,897282.5625000001,3.0
UGC08490,7.78,79.50,897282.5625000001,3.0
UGC08490,8.12,79.50,897282.5625000001,3.0
UGC08490,8.46,78.80,897282.5625000001,3.0
UGC08490,8.80,77.90,897282.5625000001,3.0
UGC08490,9.13,77.20,897282.5625000001,3.0
UGC08490,9.47,77.60,897282.5625000001,3.0
UGC08490,9.77,76.60,897282.5625000001,3.0
UGC08490,10.15,77.60,897282.5625000001,3.0
UGC08550,0.49,25.00,530255.5787822502,3.0
UGC08550,0.97,42.50,530255.5787822502,3.0
UGC08550,1.47,48.00,530255.5787822502,3.0
UGC08550,1.95,49.20,530255.5787822502,3.0
UGC08550,2.44,50.40,530255.5787822502,3.0
UGC08550,2.92,51.60,530255.5787822502,3.0
UGC08550,3.41,53.20,530255.5787822502,3.0
UGC08550,3.89,55.10,530255.5787822502,3.0
UGC08550,4.39,57.80,530255.5787822502,3.0
UGC08550,4.88,57.30,530255.5787822502,3.0
UGC08550,5.36,57.50,530255.5787822502,3.0
UGC08699,0.22,152.00,102314378.11324894,3.0
UGC08699,0.43,167.00,102314378.11324894,3.0
UGC08699,0.65,179.00,102314378.11324894,3.0
UGC08699,0.87,188.00,102314378.11324894,3.0
UGC08699,1.08,195.00,102314378.11324894,3.0
UGC08699,1.31,199.00,102314378.11324894,3.0
UGC08699,1.52,202.00,102314378.11324894,3.0
UGC08699,1.73,202.00,102314378.11324894,3.0
UGC08699,1.96,202.00,102314378.11324894,3.0
UGC08699,2.17,200.00,102314378.11324894,3.0
UGC08699,2.39,196.00,102314378.11324894,3.0
UGC08699,2.60,193.00,102314378.11324894,3.0
UGC08699,2.83,189.00,102314378.11324894,3.0
UGC08699,3.04,184.00,102314378.11324894,3.0
UGC08699,5.87,170.00,102314378.11324894,3.0
UGC08699,6.08,172.00,102314378.11324894,3.0
UGC08699,6.30,174.00,102314378.11324894,3.0
UGC08699,6.52,176.00,102314378.11324894,3.0
UGC08699,6.74,178.00,102314378.11324894,3.0
UGC08699,6.95,180.00,102314378.11324894,3.0
UGC08699,7.16,182.00,102314378.11324894,3.0
UGC08699,7.39,183.00,102314378.11324894,3.0
UGC08699,7.60,184.00,102314378.11324894,3.0
UGC08699,7.82,185.00,102314378.11324894,3.0
UGC08699,8.03,186.00,102314378.11324894,3.0
UGC08699,8.26,187.00,102314378.11324894,3.0
UGC08699,8.47,187.00,102314378.11324894,3.0
UGC08699,8.68,188.00,102314378.11324894,3.0
UGC08699,8.91,188.00,102314378.11324894,3.0
UGC08699,9.53,187.00,102314378.11324894,3.0
UGC08699,9.78,187.00,102314378.11324894,3.0
UGC08699,9.99,186.00,102314378.11324894,3.0
UGC08699,10.21,186.00,102314378.11324894,3.0
UGC08699,11.46,182.00,102314378.11324894,3.0
UGC08699,13.39,177.00,102314378.11324894,3.0
UGC08699,15.21,175.00,102314378.11324894,3.0
UGC08699,17.13,177.00,102314378.11324894,3.0
UGC08699,19.06,180.00,102314378.11324894,3.0
UGC08699,20.99,181.00,102314378.11324894,3.0
UGC08699,22.92,182.00,102314378.11324894,3.0
UGC08699,25.70,183.00,102314378.11324894,3.0
UGC08837,0.52,7.31,1422911.6395939605,3.0
UGC08837,1.05,14.60,1422911.6395939605,3.0
UGC08837,1.57,21.00,1422911.6395939605,3.0
UGC08837,2.09,28.10,1422911.6395939605,3.0
UGC08837,2.63,35.30,1422911.6395939605,3.0
UGC08837,3.15,43.00,1422911.6395939605,3.0
